Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
2	0	0	dev=net(0)	InInterests	0	0	0	0
2	0	0	dev=net(0)	OutInterests	117.6	4.13359	147	5.16699
2	0	0	dev=net(0)	DropInterests	0	0	0	0
2	0	0	dev=net(0)	InNacks	0	0	0	0
2	0	0	dev=net(0)	OutNacks	0	0	0	0
2	0	0	dev=net(0)	DropNacks	0	0	0	0
2	0	0	dev=net(0)	InData	60	62.4602	75	78.0752
2	0	0	dev=net(0)	OutData	0	0	0	0
2	0	0	dev=net(0)	DropData	0	0	0	0
2	0	0	dev=net(0)	InSatisfiedInterests	0	0	0	0
2	0	0	dev=net(0)	InTimedOutInterests	0	0	0	0
2	0	0	dev=net(0)	OutSatisfiedInterests	60	0	75	0
2	0	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
2	0	1	dev=local(1)	InInterests	117.6	0	147	0
2	0	1	dev=local(1)	OutInterests	0	0	0	0
2	0	1	dev=local(1)	DropInterests	0	0	0	0
2	0	1	dev=local(1)	InNacks	0	0	0	0
2	0	1	dev=local(1)	OutNacks	0	0	0	0
2	0	1	dev=local(1)	DropNacks	0	0	0	0
2	0	1	dev=local(1)	InData	0	0	0	0
2	0	1	dev=local(1)	OutData	60	62.4602	75	78.0752
2	0	1	dev=local(1)	DropData	0	0	0	0
2	0	1	dev=local(1)	InSatisfiedInterests	60	0	75	0
2	0	1	dev=local(1)	InTimedOutInterests	0	0	0	0
2	0	1	dev=local(1)	OutSatisfiedInterests	0	0	0	0
2	0	1	dev=local(1)	OutTimedOutInterests	0	0	0	0
2	0	-1	all	SatisfiedInterests	60	0	75	0
2	0	-1	all	TimedOutInterests	0	0	0	0
2	1	0	dev=net(0)	InInterests	84.8	2.98047	106	3.72559
2	1	0	dev=net(0)	OutInterests	0	0	0	0
2	1	0	dev=net(0)	DropInterests	0	0	0	0
2	1	0	dev=net(0)	InNacks	0	0	0	0
2	1	0	dev=net(0)	OutNacks	0	0	0	0
2	1	0	dev=net(0)	DropNacks	0	0	0	0
2	1	0	dev=net(0)	InData	0	0	0	0
2	1	0	dev=net(0)	OutData	84.8	88.2773	106	110.347
2	1	0	dev=net(0)	DropData	0	0	0	0
2	1	0	dev=net(0)	InSatisfiedInterests	84.8	0	106	0
2	1	0	dev=net(0)	InTimedOutInterests	0	0	0	0
2	1	0	dev=net(0)	OutSatisfiedInterests	0	0	0	0
2	1	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
2	1	1	dev=net(1)	InInterests	0	0	0	0
2	1	1	dev=net(1)	OutInterests	84.8	2.98047	106	3.72559
2	1	1	dev=net(1)	DropInterests	0	0	0	0
2	1	1	dev=net(1)	InNacks	0	0	0	0
2	1	1	dev=net(1)	OutNacks	0	0	0	0
2	1	1	dev=net(1)	DropNacks	0	0	0	0
2	1	1	dev=net(1)	InData	0	0	0	0
2	1	1	dev=net(1)	OutData	0	0	0	0
2	1	1	dev=net(1)	DropData	0	0	0	0
2	1	1	dev=net(1)	InSatisfiedInterests	0	0	0	0
2	1	1	dev=net(1)	InTimedOutInterests	0	0	0	0
2	1	1	dev=net(1)	OutSatisfiedInterests	84.8	0	106	0
2	1	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
2	1	2	dev=net(2)	InInterests	0	0	0	0
2	1	2	dev=net(2)	OutInterests	84.8	2.98047	106	3.72559
2	1	2	dev=net(2)	DropInterests	0	0	0	0
2	1	2	dev=net(2)	InNacks	0	0	0	0
2	1	2	dev=net(2)	OutNacks	0	0	0	0
2	1	2	dev=net(2)	DropNacks	0	0	0	0
2	1	2	dev=net(2)	InData	84.8	88.2773	106	110.347
2	1	2	dev=net(2)	OutData	0	0	0	0
2	1	2	dev=net(2)	DropData	0	0	0	0
2	1	2	dev=net(2)	InSatisfiedInterests	0	0	0	0
2	1	2	dev=net(2)	InTimedOutInterests	0	0	0	0
2	1	2	dev=net(2)	OutSatisfiedInterests	84.8	0	106	0
2	1	2	dev=net(2)	OutTimedOutInterests	0	0	0	0
2	1	-1	all	SatisfiedInterests	84.8	0	106	0
2	1	-1	all	TimedOutInterests	0	0	0	0
2	3	0	dev=net(0)	InInterests	0	0	0	0
2	3	0	dev=net(0)	OutInterests	84.8	2.98047	106	3.72559
2	3	0	dev=net(0)	DropInterests	0	0	0	0
2	3	0	dev=net(0)	InNacks	0	0	0	0
2	3	0	dev=net(0)	OutNacks	0	0	0	0
2	3	0	dev=net(0)	DropNacks	0	0	0	0
2	3	0	dev=net(0)	InData	84.8	88.2773	106	110.347
2	3	0	dev=net(0)	OutData	0	0	0	0
2	3	0	dev=net(0)	DropData	0	0	0	0
2	3	0	dev=net(0)	InSatisfiedInterests	0	0	0	0
2	3	0	dev=net(0)	InTimedOutInterests	0	0	0	0
2	3	0	dev=net(0)	OutSatisfiedInterests	84.8	0	106	0
2	3	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
2	3	1	dev=net(1)	InInterests	88.8	3.12109	111	3.90137
2	3	1	dev=net(1)	OutInterests	0	0	0	0
2	3	1	dev=net(1)	DropInterests	0	0	0	0
2	3	1	dev=net(1)	InNacks	0	0	0	0
2	3	1	dev=net(1)	OutNacks	0	0	0	0
2	3	1	dev=net(1)	DropNacks	0	0	0	0
2	3	1	dev=net(1)	InData	0	0	0	0
2	3	1	dev=net(1)	OutData	88.8	92.4414	111	115.552
2	3	1	dev=net(1)	DropData	0	0	0	0
2	3	1	dev=net(1)	InSatisfiedInterests	88.8	0	111	0
2	3	1	dev=net(1)	InTimedOutInterests	0	0	0	0
2	3	1	dev=net(1)	OutSatisfiedInterests	0	0	0	0
2	3	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
2	3	-1	all	SatisfiedInterests	88.8	0	111	0
2	3	-1	all	TimedOutInterests	0	0	0	0
2	4	0	dev=net(0)	InInterests	84.8	2.98047	106	3.72559
2	4	0	dev=net(0)	OutInterests	0	0	0	0
2	4	0	dev=net(0)	DropInterests	0	0	0	0
2	4	0	dev=net(0)	InNacks	0	0	0	0
2	4	0	dev=net(0)	OutNacks	0	0	0	0
2	4	0	dev=net(0)	DropNacks	0	0	0	0
2	4	0	dev=net(0)	InData	0	0	0	0
2	4	0	dev=net(0)	OutData	0	0	0	0
2	4	0	dev=net(0)	DropData	0	0	0	0
2	4	0	dev=net(0)	InSatisfiedInterests	0	0	0	0
2	4	0	dev=net(0)	InTimedOutInterests	0	0	0	0
2	4	0	dev=net(0)	OutSatisfiedInterests	0	0	0	0
2	4	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
2	4	1	dev=net(1)	InInterests	0	0	0	0
2	4	1	dev=net(1)	OutInterests	84.8	2.98047	106	3.72559
2	4	1	dev=net(1)	DropInterests	0	0	0	0
2	4	1	dev=net(1)	InNacks	0	0	0	0
2	4	1	dev=net(1)	OutNacks	0	0	0	0
2	4	1	dev=net(1)	DropNacks	0	0	0	0
2	4	1	dev=net(1)	InData	0	0	0	0
2	4	1	dev=net(1)	OutData	0	0	0	0
2	4	1	dev=net(1)	DropData	0	0	0	0
2	4	1	dev=net(1)	InSatisfiedInterests	0	0	0	0
2	4	1	dev=net(1)	InTimedOutInterests	0	0	0	0
2	4	1	dev=net(1)	OutSatisfiedInterests	0	0	0	0
2	4	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
2	7	0	dev=net(0)	InInterests	84.8	2.98047	106	3.72559
2	7	0	dev=net(0)	OutInterests	0	0	0	0
2	7	0	dev=net(0)	DropInterests	0	0	0	0
2	7	0	dev=net(0)	InNacks	0	0	0	0
2	7	0	dev=net(0)	OutNacks	0	0	0	0
2	7	0	dev=net(0)	DropNacks	0	0	0	0
2	7	0	dev=net(0)	InData	0	0	0	0
2	7	0	dev=net(0)	OutData	84.8	88.2773	106	110.347
2	7	0	dev=net(0)	DropData	0	0	0	0
2	7	0	dev=net(0)	InSatisfiedInterests	84.8	0	106	0
2	7	0	dev=net(0)	InTimedOutInterests	0	0	0	0
2	7	0	dev=net(0)	OutSatisfiedInterests	0	0	0	0
2	7	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
2	7	2	dev=local(2)	InInterests	0	0	0	0
2	7	2	dev=local(2)	OutInterests	84.8	2.98047	106	3.72559
2	7	2	dev=local(2)	DropInterests	0	0	0	0
2	7	2	dev=local(2)	InNacks	0	0	0	0
2	7	2	dev=local(2)	OutNacks	0	0	0	0
2	7	2	dev=local(2)	DropNacks	0	0	0	0
2	7	2	dev=local(2)	InData	84.8	0	106	0
2	7	2	dev=local(2)	OutData	0	0	0	0
2	7	2	dev=local(2)	DropData	0	0	0	0
2	7	2	dev=local(2)	InSatisfiedInterests	0	0	0	0
2	7	2	dev=local(2)	InTimedOutInterests	0	0	0	0
2	7	2	dev=local(2)	OutSatisfiedInterests	84.8	0	106	0
2	7	2	dev=local(2)	OutTimedOutInterests	0	0	0	0
2	7	-1	all	SatisfiedInterests	84.8	0	106	0
2	7	-1	all	TimedOutInterests	0	0	0	0
3	0	0	dev=net(0)	InInterests	0	0	0	0
3	0	0	dev=net(0)	OutInterests	140.32	4.95094	146	5.15527
3	0	0	dev=net(0)	DropInterests	0	0	0	0
3	0	0	dev=net(0)	InNacks	0	0	0	0
3	0	0	dev=net(0)	OutNacks	0	0	0	0
3	0	0	dev=net(0)	DropNacks	0	0	0	0
3	0	0	dev=net(0)	InData	73.6	76.6186	77	80.1582
3	0	0	dev=net(0)	OutData	0	0	0	0
3	0	0	dev=net(0)	DropData	0	0	0	0
3	0	0	dev=net(0)	InSatisfiedInterests	0	0	0	0
3	0	0	dev=net(0)	InTimedOutInterests	0	0	0	0
3	0	0	dev=net(0)	OutSatisfiedInterests	73.6	0	77	0
3	0	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
3	0	1	dev=local(1)	InInterests	140.32	0	146	0
3	0	1	dev=local(1)	OutInterests	0	0	0	0
3	0	1	dev=local(1)	DropInterests	0	0	0	0
3	0	1	dev=local(1)	InNacks	0	0	0	0
3	0	1	dev=local(1)	OutNacks	0	0	0	0
3	0	1	dev=local(1)	DropNacks	0	0	0	0
3	0	1	dev=local(1)	InData	0	0	0	0
3	0	1	dev=local(1)	OutData	73.6	76.6186	77	80.1582
3	0	1	dev=local(1)	DropData	0	0	0	0
3	0	1	dev=local(1)	InSatisfiedInterests	73.6	0	77	0
3	0	1	dev=local(1)	InTimedOutInterests	0	0	0	0
3	0	1	dev=local(1)	OutSatisfiedInterests	0	0	0	0
3	0	1	dev=local(1)	OutTimedOutInterests	0	0	0	0
3	0	-1	all	SatisfiedInterests	73.6	0	77	0
3	0	-1	all	TimedOutInterests	0	0	0	0
3	1	0	dev=net(0)	InInterests	114.56	4.02734	122	4.28906
3	1	0	dev=net(0)	OutInterests	0	0	0	0
3	1	0	dev=net(0)	DropInterests	0	0	0	0
3	1	0	dev=net(0)	InNacks	0	0	0	0
3	1	0	dev=net(0)	OutNacks	0	0	0	0
3	1	0	dev=net(0)	DropNacks	0	0	0	0
3	1	0	dev=net(0)	InData	0	0	0	0
3	1	0	dev=net(0)	OutData	114.56	119.259	122	127.004
3	1	0	dev=net(0)	DropData	0	0	0	0
3	1	0	dev=net(0)	InSatisfiedInterests	114.56	0	122	0
3	1	0	dev=net(0)	InTimedOutInterests	0	0	0	0
3	1	0	dev=net(0)	OutSatisfiedInterests	0	0	0	0
3	1	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
3	1	1	dev=net(1)	InInterests	0	0	0	0
3	1	1	dev=net(1)	OutInterests	114.56	4.02734	122	4.28906
3	1	1	dev=net(1)	DropInterests	0	0	0	0
3	1	1	dev=net(1)	InNacks	0	0	0	0
3	1	1	dev=net(1)	OutNacks	0	0	0	0
3	1	1	dev=net(1)	DropNacks	0	0	0	0
3	1	1	dev=net(1)	InData	0	0	0	0
3	1	1	dev=net(1)	OutData	0	0	0	0
3	1	1	dev=net(1)	DropData	0	0	0	0
3	1	1	dev=net(1)	InSatisfiedInterests	0	0	0	0
3	1	1	dev=net(1)	InTimedOutInterests	0	0	0	0
3	1	1	dev=net(1)	OutSatisfiedInterests	114.56	0	122	0
3	1	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
3	1	2	dev=net(2)	InInterests	0	0	0	0
3	1	2	dev=net(2)	OutInterests	114.56	4.02734	122	4.28906
3	1	2	dev=net(2)	DropInterests	0	0	0	0
3	1	2	dev=net(2)	InNacks	0	0	0	0
3	1	2	dev=net(2)	OutNacks	0	0	0	0
3	1	2	dev=net(2)	DropNacks	0	0	0	0
3	1	2	dev=net(2)	InData	114.56	119.259	122	127.004
3	1	2	dev=net(2)	OutData	0	0	0	0
3	1	2	dev=net(2)	DropData	0	0	0	0
3	1	2	dev=net(2)	InSatisfiedInterests	0	0	0	0
3	1	2	dev=net(2)	InTimedOutInterests	0	0	0	0
3	1	2	dev=net(2)	OutSatisfiedInterests	114.56	0	122	0
3	1	2	dev=net(2)	OutTimedOutInterests	0	0	0	0
3	1	-1	all	SatisfiedInterests	114.56	0	122	0
3	1	-1	all	TimedOutInterests	0	0	0	0
3	3	0	dev=net(0)	InInterests	0	0	0	0
3	3	0	dev=net(0)	OutInterests	115.36	4.05547	123	4.32422
3	3	0	dev=net(0)	DropInterests	0	0	0	0
3	3	0	dev=net(0)	InNacks	0	0	0	0
3	3	0	dev=net(0)	OutNacks	0	0	0	0
3	3	0	dev=net(0)	DropNacks	0	0	0	0
3	3	0	dev=net(0)	InData	114.56	119.259	122	127.004
3	3	0	dev=net(0)	OutData	0	0	0	0
3	3	0	dev=net(0)	DropData	0	0	0	0
3	3	0	dev=net(0)	InSatisfiedInterests	0	0	0	0
3	3	0	dev=net(0)	InTimedOutInterests	0	0	0	0
3	3	0	dev=net(0)	OutSatisfiedInterests	114.56	0	122	0
3	3	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
3	3	1	dev=net(1)	InInterests	123.36	4.33672	132	4.64062
3	3	1	dev=net(1)	OutInterests	0	0	0	0
3	3	1	dev=net(1)	DropInterests	0	0	0	0
3	3	1	dev=net(1)	InNacks	0	0	0	0
3	3	1	dev=net(1)	OutNacks	0	0	0	0
3	3	1	dev=net(1)	DropNacks	0	0	0	0
3	3	1	dev=net(1)	InData	0	0	0	0
3	3	1	dev=net(1)	OutData	122.56	127.587	131	136.373
3	3	1	dev=net(1)	DropData	0	0	0	0
3	3	1	dev=net(1)	InSatisfiedInterests	122.56	0	131	0
3	3	1	dev=net(1)	InTimedOutInterests	0	0	0	0
3	3	1	dev=net(1)	OutSatisfiedInterests	0	0	0	0
3	3	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
3	3	-1	all	SatisfiedInterests	122.56	0	131	0
3	3	-1	all	TimedOutInterests	0	0	0	0
3	4	0	dev=net(0)	InInterests	114.56	4.02734	122	4.28906
3	4	0	dev=net(0)	OutInterests	0	0	0	0
3	4	0	dev=net(0)	DropInterests	0	0	0	0
3	4	0	dev=net(0)	InNacks	0	0	0	0
3	4	0	dev=net(0)	OutNacks	0	0	0	0
3	4	0	dev=net(0)	DropNacks	0	0	0	0
3	4	0	dev=net(0)	InData	0	0	0	0
3	4	0	dev=net(0)	OutData	0	0	0	0
3	4	0	dev=net(0)	DropData	0	0	0	0
3	4	0	dev=net(0)	InSatisfiedInterests	0	0	0	0
3	4	0	dev=net(0)	InTimedOutInterests	0	0	0	0
3	4	0	dev=net(0)	OutSatisfiedInterests	0	0	0	0
3	4	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
3	4	1	dev=net(1)	InInterests	0	0	0	0
3	4	1	dev=net(1)	OutInterests	114.56	4.02734	122	4.28906
3	4	1	dev=net(1)	DropInterests	0	0	0	0
3	4	1	dev=net(1)	InNacks	0	0	0	0
3	4	1	dev=net(1)	OutNacks	0	0	0	0
3	4	1	dev=net(1)	DropNacks	0	0	0	0
3	4	1	dev=net(1)	InData	0	0	0	0
3	4	1	dev=net(1)	OutData	0	0	0	0
3	4	1	dev=net(1)	DropData	0	0	0	0
3	4	1	dev=net(1)	InSatisfiedInterests	0	0	0	0
3	4	1	dev=net(1)	InTimedOutInterests	0	0	0	0
3	4	1	dev=net(1)	OutSatisfiedInterests	0	0	0	0
3	4	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
3	7	0	dev=net(0)	InInterests	114.56	4.02734	122	4.28906
3	7	0	dev=net(0)	OutInterests	0	0	0	0
3	7	0	dev=net(0)	DropInterests	0	0	0	0
3	7	0	dev=net(0)	InNacks	0	0	0	0
3	7	0	dev=net(0)	OutNacks	0	0	0	0
3	7	0	dev=net(0)	DropNacks	0	0	0	0
3	7	0	dev=net(0)	InData	0	0	0	0
3	7	0	dev=net(0)	OutData	114.56	119.259	122	127.004
3	7	0	dev=net(0)	DropData	0	0	0	0
3	7	0	dev=net(0)	InSatisfiedInterests	114.56	0	122	0
3	7	0	dev=net(0)	InTimedOutInterests	0	0	0	0
3	7	0	dev=net(0)	OutSatisfiedInterests	0	0	0	0
3	7	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
3	7	2	dev=local(2)	InInterests	0	0	0	0
3	7	2	dev=local(2)	OutInterests	114.56	4.02734	122	4.28906
3	7	2	dev=local(2)	DropInterests	0	0	0	0
3	7	2	dev=local(2)	InNacks	0	0	0	0
3	7	2	dev=local(2)	OutNacks	0	0	0	0
3	7	2	dev=local(2)	DropNacks	0	0	0	0
3	7	2	dev=local(2)	InData	114.56	0	122	0
3	7	2	dev=local(2)	OutData	0	0	0	0
3	7	2	dev=local(2)	DropData	0	0	0	0
3	7	2	dev=local(2)	InSatisfiedInterests	0	0	0	0
3	7	2	dev=local(2)	InTimedOutInterests	0	0	0	0
3	7	2	dev=local(2)	OutSatisfiedInterests	114.56	0	122	0
3	7	2	dev=local(2)	OutTimedOutInterests	0	0	0	0
3	7	-1	all	SatisfiedInterests	114.56	0	122	0
3	7	-1	all	TimedOutInterests	0	0	0	0
4	0	0	dev=net(0)	InInterests	0	0	0	0
4	0	0	dev=net(0)	OutInterests	145.664	5.23628	147	5.30762
4	0	0	dev=net(0)	DropInterests	0	0	0	0
4	0	0	dev=net(0)	InNacks	0	0	0	0
4	0	0	dev=net(0)	OutNacks	0	0	0	0
4	0	0	dev=net(0)	DropNacks	0	0	0	0
4	0	0	dev=net(0)	InData	80.32	83.6143	82	85.3633
4	0	0	dev=net(0)	OutData	0	0	0	0
4	0	0	dev=net(0)	DropData	0	0	0	0
4	0	0	dev=net(0)	InSatisfiedInterests	0	0	0	0
4	0	0	dev=net(0)	InTimedOutInterests	0	0	0	0
4	0	0	dev=net(0)	OutSatisfiedInterests	80.32	0	82	0
4	0	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
4	0	1	dev=local(1)	InInterests	145.664	0	147	0
4	0	1	dev=local(1)	OutInterests	0	0	0	0
4	0	1	dev=local(1)	DropInterests	0	0	0	0
4	0	1	dev=local(1)	InNacks	0	0	0	0
4	0	1	dev=local(1)	OutNacks	0	0	0	0
4	0	1	dev=local(1)	DropNacks	0	0	0	0
4	0	1	dev=local(1)	InData	0	0	0	0
4	0	1	dev=local(1)	OutData	80.32	83.6143	82	85.3633
4	0	1	dev=local(1)	DropData	0	0	0	0
4	0	1	dev=local(1)	InSatisfiedInterests	80.32	0	82	0
4	0	1	dev=local(1)	InTimedOutInterests	0	0	0	0
4	0	1	dev=local(1)	OutSatisfiedInterests	0	0	0	0
4	0	1	dev=local(1)	OutTimedOutInterests	0	0	0	0
4	0	-1	all	SatisfiedInterests	80.32	0	82	0
4	0	-1	all	TimedOutInterests	0	0	0	0
4	1	0	dev=net(0)	InInterests	111.712	3.99219	111	3.9834
4	1	0	dev=net(0)	OutInterests	0	0	0	0
4	1	0	dev=net(0)	DropInterests	0	0	0	0
4	1	0	dev=net(0)	InNacks	0	0	0	0
4	1	0	dev=net(0)	OutNacks	0	0	0	0
4	1	0	dev=net(0)	DropNacks	0	0	0	0
4	1	0	dev=net(0)	InData	0	0	0	0
4	1	0	dev=net(0)	OutData	110.912	115.525	110	114.592
4	1	0	dev=net(0)	DropData	0	0	0	0
4	1	0	dev=net(0)	InSatisfiedInterests	110.912	0	110	0
4	1	0	dev=net(0)	InTimedOutInterests	0	0	0	0
4	1	0	dev=net(0)	OutSatisfiedInterests	0	0	0	0
4	1	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
4	1	1	dev=net(1)	InInterests	0	0	0	0
4	1	1	dev=net(1)	OutInterests	111.712	3.99219	111	3.9834
4	1	1	dev=net(1)	DropInterests	0	0	0	0
4	1	1	dev=net(1)	InNacks	0	0	0	0
4	1	1	dev=net(1)	OutNacks	0	0	0	0
4	1	1	dev=net(1)	DropNacks	0	0	0	0
4	1	1	dev=net(1)	InData	0	0	0	0
4	1	1	dev=net(1)	OutData	0	0	0	0
4	1	1	dev=net(1)	DropData	0	0	0	0
4	1	1	dev=net(1)	InSatisfiedInterests	0	0	0	0
4	1	1	dev=net(1)	InTimedOutInterests	0	0	0	0
4	1	1	dev=net(1)	OutSatisfiedInterests	110.912	0	110	0
4	1	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
4	1	2	dev=net(2)	InInterests	0	0	0	0
4	1	2	dev=net(2)	OutInterests	111.712	3.99219	111	3.9834
4	1	2	dev=net(2)	DropInterests	0	0	0	0
4	1	2	dev=net(2)	InNacks	0	0	0	0
4	1	2	dev=net(2)	OutNacks	0	0	0	0
4	1	2	dev=net(2)	DropNacks	0	0	0	0
4	1	2	dev=net(2)	InData	110.912	115.525	110	114.592
4	1	2	dev=net(2)	OutData	0	0	0	0
4	1	2	dev=net(2)	DropData	0	0	0	0
4	1	2	dev=net(2)	InSatisfiedInterests	0	0	0	0
4	1	2	dev=net(2)	InTimedOutInterests	0	0	0	0
4	1	2	dev=net(2)	OutSatisfiedInterests	110.912	0	110	0
4	1	2	dev=net(2)	OutTimedOutInterests	0	0	0	0
4	1	-1	all	SatisfiedInterests	110.912	0	110	0
4	1	-1	all	TimedOutInterests	0	0	0	0
4	3	0	dev=net(0)	InInterests	0	0	0	0
4	3	0	dev=net(0)	OutInterests	111.072	3.96969	110	3.94824
4	3	0	dev=net(0)	DropInterests	0	0	0	0
4	3	0	dev=net(0)	InNacks	0	0	0	0
4	3	0	dev=net(0)	OutNacks	0	0	0	0
4	3	0	dev=net(0)	DropNacks	0	0	0	0
4	3	0	dev=net(0)	InData	109.312	113.858	108	112.508
4	3	0	dev=net(0)	OutData	0	0	0	0
4	3	0	dev=net(0)	DropData	0	0	0	0
4	3	0	dev=net(0)	InSatisfiedInterests	0	0	0	0
4	3	0	dev=net(0)	InTimedOutInterests	0	0	0	0
4	3	0	dev=net(0)	OutSatisfiedInterests	109.312	0	108	0
4	3	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
4	3	1	dev=net(1)	InInterests	115.072	4.11031	113	4.05371
4	3	1	dev=net(1)	OutInterests	0	0	0	0
4	3	1	dev=net(1)	DropInterests	0	0	0	0
4	3	1	dev=net(1)	InNacks	0	0	0	0
4	3	1	dev=net(1)	OutNacks	0	0	0	0
4	3	1	dev=net(1)	DropNacks	0	0	0	0
4	3	1	dev=net(1)	InData	0	0	0	0
4	3	1	dev=net(1)	OutData	113.312	118.022	111	115.631
4	3	1	dev=net(1)	DropData	0	0	0	0
4	3	1	dev=net(1)	InSatisfiedInterests	113.312	0	111	0
4	3	1	dev=net(1)	InTimedOutInterests	0	0	0	0
4	3	1	dev=net(1)	OutSatisfiedInterests	0	0	0	0
4	3	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
4	3	-1	all	SatisfiedInterests	113.312	0	111	0
4	3	-1	all	TimedOutInterests	0	0	0	0
4	4	0	dev=net(0)	InInterests	110.912	3.96328	110	3.94727
4	4	0	dev=net(0)	OutInterests	0	0	0	0
4	4	0	dev=net(0)	DropInterests	0	0	0	0
4	4	0	dev=net(0)	InNacks	0	0	0	0
4	4	0	dev=net(0)	OutNacks	0	0	0	0
4	4	0	dev=net(0)	DropNacks	0	0	0	0
4	4	0	dev=net(0)	InData	0	0	0	0
4	4	0	dev=net(0)	OutData	0	0	0	0
4	4	0	dev=net(0)	DropData	0	0	0	0
4	4	0	dev=net(0)	InSatisfiedInterests	0	0	0	0
4	4	0	dev=net(0)	InTimedOutInterests	84.8	0	106	0
4	4	0	dev=net(0)	OutSatisfiedInterests	0	0	0	0
4	4	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
4	4	1	dev=net(1)	InInterests	0	0	0	0
4	4	1	dev=net(1)	OutInterests	110.912	3.96328	110	3.94727
4	4	1	dev=net(1)	DropInterests	0	0	0	0
4	4	1	dev=net(1)	InNacks	0	0	0	0
4	4	1	dev=net(1)	OutNacks	0	0	0	0
4	4	1	dev=net(1)	DropNacks	0	0	0	0
4	4	1	dev=net(1)	InData	0	0	0	0
4	4	1	dev=net(1)	OutData	0	0	0	0
4	4	1	dev=net(1)	DropData	0	0	0	0
4	4	1	dev=net(1)	InSatisfiedInterests	0	0	0	0
4	4	1	dev=net(1)	InTimedOutInterests	0	0	0	0
4	4	1	dev=net(1)	OutSatisfiedInterests	0	0	0	0
4	4	1	dev=net(1)	OutTimedOutInterests	84.8	0	106	0
4	4	-1	all	SatisfiedInterests	0	0	0	0
4	4	-1	all	TimedOutInterests	84.8	0	106	0
4	7	0	dev=net(0)	InInterests	110.912	3.96328	110	3.94727
4	7	0	dev=net(0)	OutInterests	0	0	0	0
4	7	0	dev=net(0)	DropInterests	0	0	0	0
4	7	0	dev=net(0)	InNacks	0	0	0	0
4	7	0	dev=net(0)	OutNacks	0	0	0	0
4	7	0	dev=net(0)	DropNacks	0	0	0	0
4	7	0	dev=net(0)	InData	0	0	0	0
4	7	0	dev=net(0)	OutData	110.912	115.525	110	114.592
4	7	0	dev=net(0)	DropData	0	0	0	0
4	7	0	dev=net(0)	InSatisfiedInterests	110.912	0	110	0
4	7	0	dev=net(0)	InTimedOutInterests	0	0	0	0
4	7	0	dev=net(0)	OutSatisfiedInterests	0	0	0	0
4	7	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
4	7	2	dev=local(2)	InInterests	0	0	0	0
4	7	2	dev=local(2)	OutInterests	110.912	3.96328	110	3.94727
4	7	2	dev=local(2)	DropInterests	0	0	0	0
4	7	2	dev=local(2)	InNacks	0	0	0	0
4	7	2	dev=local(2)	OutNacks	0	0	0	0
4	7	2	dev=local(2)	DropNacks	0	0	0	0
4	7	2	dev=local(2)	InData	110.912	0	110	0
4	7	2	dev=local(2)	OutData	0	0	0	0
4	7	2	dev=local(2)	DropData	0	0	0	0
4	7	2	dev=local(2)	InSatisfiedInterests	0	0	0	0
4	7	2	dev=local(2)	InTimedOutInterests	0	0	0	0
4	7	2	dev=local(2)	OutSatisfiedInterests	110.912	0	110	0
4	7	2	dev=local(2)	OutTimedOutInterests	0	0	0	0
4	7	-1	all	SatisfiedInterests	110.912	0	110	0
4	7	-1	all	TimedOutInterests	0	0	0	0
5	0	0	dev=net(0)	InInterests	0	0	0	0
5	0	0	dev=net(0)	OutInterests	145.933	5.26444	146	5.27148
5	0	0	dev=net(0)	DropInterests	0	0	0	0
5	0	0	dev=net(0)	InNacks	0	0	0	0
5	0	0	dev=net(0)	OutNacks	0	0	0	0
5	0	0	dev=net(0)	DropNacks	0	0	0	0
5	0	0	dev=net(0)	InData	80.064	83.3979	80	83.3438
5	0	0	dev=net(0)	OutData	0	0	0	0
5	0	0	dev=net(0)	DropData	0	0	0	0
5	0	0	dev=net(0)	InSatisfiedInterests	0	0	0	0
5	0	0	dev=net(0)	InTimedOutInterests	0	0	0	0
5	0	0	dev=net(0)	OutSatisfiedInterests	80.064	0	80	0
5	0	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
